id,SKU,price,name,description,available_on,shipping_category_id,option_types,variant_price
14072,"",0,Samsung Galaxy Mega SGH-i9205,"","",1,"Condition:Broken,Good,Flawless",28|102|120
14070,"",0,Nokia Lumia 925 (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",4|70|76
14076,"",0,BlackBerry Q10 (AT&T),"","",1,"Condition:Broken,Good,Flawless",24|90|98
14074,"",0,BlackBerry Q10 (Sprint),"","",1,"Condition:Broken,Good,Flawless",22|80|86
14077,"",0,BlackBerry Q10 (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",32|90|98
14075,"",0,BlackBerry Q10 (Verizon),"","",1,"Condition:Broken,Good,Flawless",28|106|114
14082,"",0,Samsung Galaxy Note III (AT&T),"","",1,"Condition:Broken,Good,Flawless",62|148|222
14085,"",0,Samsung Galaxy Note III (Sprint),"","",1,"Condition:Broken,Good,Flawless",60|126|182
14083,"",0,Samsung Galaxy Note III (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",92|194|214
14086,"",0,Samsung Galaxy Note III (US Cellular),"","",1,"Condition:Broken,Good,Flawless",36|94|100
14084,"",0,Samsung Galaxy Note III (Verizon),"","",1,"Condition:Broken,Good,Flawless",80|192|234
14087,"",0,Samsung Galaxy Mega i527 (AT&T),"","",1,"Condition:Broken,Good,Flawless",30|124|132
14091,"",0,Samsung Galaxy S4 Active (AT&T),"","",1,"Condition:Broken,Good,Flawless",28|84|94
14100,"",0,Apple iPhone 4S 8GB (Verizon),"","",1,"Condition:Broken,Good,Flawless",22|68|74
14098,"",0,Apple iPhone 4S 8GB (AT&T),"","",1,"Condition:Broken,Good,Flawless",26|94|108
14101,"",0,Apple iPhone 4S 8GB (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",30|88|100
14099,"",0,Apple iPhone 4S 8GB (Sprint),"","",1,"Condition:Broken,Good,Flawless",22|72|78
14102,"",0,Apple iPhone 4S 8GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",20|110|126
14105,"",0,Apple iPod Touch 5th Generation 16GB (No iSight),"","",1,"Condition:Broken,Good,Flawless",28|74|74
14180,"",0,Apple iPhone 4 8GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",26|64|66
14181,"",0,Apple iPhone 4 16GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",32|62|76
14184,"",0,Apple iPhone 4S 32GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",44|90|100
14182,"",0,Apple iPhone 4 32GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",36|58|66
14185,"",0,Apple iPhone 4S 64GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",34|90|102
14183,"",0,Apple iPhone 4S 16GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",44|96|108
14186,"",0,Apple iPhone 5 16GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",72|176|190
14189,"",0,Apple iPhone 5c 16GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",56|144|152
14187,"",0,Apple iPhone 5 32GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",66|174|186
14190,"",0,Apple iPhone 5c 32GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",58|152|160
14188,"",0,Apple iPhone 5 64GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",62|166|176
14191,"",0,Apple iPhone 5s 16GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",82|228|264
14192,"",0,Apple iPhone 5s 32GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",88|190|260
14193,"",0,Apple iPhone 5s 64GB (Unlocked),"","",1,"Condition:Broken,Good,Flawless",80|252|270
14196,"",0,HTC One Max (Sprint),"","",1,"Condition:Broken,Good,Flawless",24|96|108
14197,"",0,HTC One Max (Verizon),"","",1,"Condition:Broken,Good,Flawless",52|182|204
14198,"",0,BlackBerry Z30,"","",1,"Condition:Broken,Good,Flawless",52|158|172
14205,"",0,Apple iPad Air 16GB WiFi,"","",1,"Condition:Broken,Good,Flawless",34|226|226
14206,"",0,Apple iPad Air  32GB WiFi,"","",1,"Condition:Broken,Good,Flawless",34|236|236
14209,"",0,Apple iPad Air 16GB WiFi + 4G (AT&T),"","",1,"Condition:Broken,Good,Flawless",36|224|224
14207,"",0,Apple iPad Air 64GB WiFi,"","",1,"Condition:Broken,Good,Flawless",34|252|252
14210,"",0,Apple iPad Air 32GB WiFi + 4G (AT&T),"","",1,"Condition:Broken,Good,Flawless",52|260|264
14208,"",0,Apple iPad Air 128GB WiFi,"","",1,"Condition:Broken,Good,Flawless",36|252|252
14211,"",0,Apple iPad Air 64GB WiFi + 4G (AT&T),"","",1,"Condition:Broken,Good,Flawless",60|304|304
14214,"",0,Apple iPad Air 32GB WiFi + 4G (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",36|224|224
14212,"",0,Apple iPad Air 128GB WiFi + 4G (AT&T),"","",1,"Condition:Broken,Good,Flawless",74|374|374
14215,"",0,Apple iPad Air 64GB WiFi + 4G (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",36|224|224
14213,"",0,Apple iPad Air 16GB WiFi + 4G (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",36|224|224
14216,"",0,Apple iPad Air 128GB WiFi + 4G (T-Mobile),"","",1,"Condition:Broken,Good,Flawless",54|236|236
14219,"",0,Apple iPad Air 64GB WiFi + 4G (Verizon),"","",1,"Condition:Broken,Good,Flawless",36|230|230
14217,"",0,Apple iPad Air 16GB WiFi + 4G (Verizon),"","",1,"Condition:Broken,Good,Flawless",36|224|224
14220,"",0,Apple iPad Air 128GB WiFi + 4G (Verizon),"","",1,"Condition:Broken,Good,Flawless",58|236|236
